0.2000,0.2000
-0.2000,0.2000
-0.2000,-0.2000
0.2000,-0.2000
0.2500,0.0100
0.20076,0.19311
0.20076,0.19311
0.20076,0.19311
0.20076,0.19311
0.20076,0.19311
0.20076,0.19311
0.20079,0.19306
0.20079,0.19306
0.20089,0.19286
0.20084,0.19281
0.20084,0.19281
0.20084,0.19281
0.20091,0.19277
0.20091,0.19276
0.20099,0.19261
0.20097,0.19257
0.20097,0.19257
0.20097,0.19257
0.20095,0.19256
0.20095,0.19256
0.20092,0.19261
0.20093,0.19262
0.20093,0.19262
0.20093,0.19262
0.20090,0.19263
0.20090,0.19263
0.20089,0.19265
0.20088,0.19265
0.20088,0.19265
0.20088,0.19264
0.20088,0.19264
0.20089,0.19264
0.20090,0.19260
0.20089,0.19259
0.20089,0.19259
0.20089,0.19259
0.20087,0.19260
0.20087,0.19260
0.20085,0.19264
0.20084,0.19263
0.20084,0.19263
0.20082,0.19263
0.20082,0.19263
0.20082,0.19263
0.20083,0.19261
0.20081,0.19259
0.20081,0.19259
0.20078,0.19259
0.20078,0.19259
0.20078,0.19259
0.20078,0.19259
0.20075,0.19257
0.20075,0.19257
0.20071,0.19257
0.20071,0.19257
0.20070,0.19259
0.20067,0.19256
0.20067,0.19256
0.20067,0.19256
0.20061,0.19257
0.20061,0.19257
0.20060,0.19257
0.20056,0.19253
0.20056,0.19253
0.20054,0.19251
0.20048,0.19253
0.20048,0.19254
0.20046,0.19256
0.20040,0.19250
0.20040,0.19250
0.20037,0.19247
0.20029,0.19251
0.20028,0.19252
0.20027,0.19254
0.20020,0.19247
0.20020,0.19247
0.20016,0.19243
0.20005,0.19249
0.20004,0.19249
0.20002,0.19252
0.19995,0.19246
0.19995,0.19246
0.19990,0.19241
0.19976,0.19248
0.19975,0.19249
0.19971,0.19256
0.19965,0.19250
0.19965,0.19250
0.19961,0.19245
0.19940,0.19256
0.19939,0.19257
0.19932,0.19269
0.19926,0.19264
0.19926,0.19264
0.19921,0.19259
0.19896,0.19272
0.19895,0.19273
0.19886,0.19289
0.19879,0.19283
0.19879,0.19283
0.19873,0.19277
0.19854,0.19287
0.19853,0.19287
0.19846,0.19301
0.19838,0.19294
0.19838,0.19294
0.19830,0.19286
0.19814,0.19293
0.19814,0.19294
0.19812,0.19298
0.19803,0.19290
0.19803,0.19290
0.19790,0.19277
0.19772,0.19287
0.19771,0.19287
0.19770,0.19289
0.19759,0.19278
0.19759,0.19278
0.19712,0.19274
0.19711,0.19275
0.19707,0.19282
0.19707,0.19282
0.19688,0.19264
0.19688,0.19263
0.19629,0.19266
0.19627,0.19267
0.19617,0.19287
0.19596,0.19268
0.19596,0.19268
0.19596,0.19268
0.19528,0.19278
0.19526,0.19280
0.19509,0.19312
0.19495,0.19299
0.19494,0.19299
0.19494,0.19299
0.19423,0.19316
0.19420,0.19318
0.19400,0.19358
0.19388,0.19348
0.19388,0.19348
0.19388,0.19348
0.19322,0.19371
0.19320,0.19373
0.19291,0.19429
0.19279,0.19420
0.19279,0.19420
0.19273,0.19414
0.19208,0.19447
0.19206,0.19449
0.19167,0.19525
0.19156,0.19519
0.19155,0.19519
0.19149,0.19513
0.19050,0.19565
0.19049,0.19565
0.19000,0.19659
0.18991,0.19650
0.18991,0.19649
0.18981,0.19640
0.18876,0.19696
0.18876,0.19696
0.18825,0.19793
0.18814,0.19782
0.18814,0.19782
0.18799,0.19767
0.18698,0.19820
0.18698,0.19821
0.18647,0.19917
0.18636,0.19904
0.18635,0.19904
0.18615,0.19885
0.18509,0.19941
0.18508,0.19941
0.18481,0.19995
0.18461,0.19977
0.18461,0.19977
0.18333,0.19992
0.18333,0.19992
0.18333,0.19992
0.18328,0.20002
0.18284,0.19956
0.18283,0.19955
0.18141,0.19935
0.18141,0.19935
0.18144,0.19930
0.18072,0.19851
0.18072,0.19851
0.18072,0.19851
0.17902,0.19820
0.17902,0.19820
0.17902,0.19819
0.17814,0.19723
0.17814,0.19723
0.17814,0.19723
0.17592,0.19685
0.17592,0.19685
0.17589,0.19691
0.17496,0.19589
0.17496,0.19589
0.17496,0.19589
0.17257,0.19573
0.17257,0.19573
0.17249,0.19588
0.17173,0.19504
0.17173,0.19504
0.17084,0.19421
0.16948,0.19496
0.16948,0.19496
0.16922,0.19545
0.16855,0.19473
0.16855,0.19472
0.16773,0.19397
0.16638,0.19470
0.16638,0.19471
0.16596,0.19551
0.16523,0.19474
0.16523,0.19474
0.16523,0.19474
0.16298,0.19494
0.16298,0.19494
0.16248,0.19589
0.16187,0.19519
0.16186,0.19517
0.16186,0.19517
0.15969,0.19551
0.15969,0.19552
0.15919,0.19647
0.15882,0.19603
0.15882,0.19603
0.15882,0.19602
0.15694,0.19642
0.15694,0.19642
0.15636,0.19753
0.15617,0.19731
0.15617,0.19730
0.15443,0.19764
0.15443,0.19764
0.15443,0.19764
0.15392,0.19862
0.15370,0.19835
0.15370,0.19835
0.15201,0.19868
0.15201,0.19868
0.15201,0.19868
0.15160,0.19947
0.15122,0.19906
0.15122,0.19905
0.14977,0.19916
0.14977,0.19916
0.14977,0.19916
0.14961,0.19947
0.14916,0.19893
0.14915,0.19892
0.14759,0.19870
0.14759,0.19870
0.14763,0.19862
0.14763,0.19862
0.14702,0.19787
0.14701,0.19785
0.14539,0.19756
0.14539,0.19756
0.14543,0.19749
0.14461,0.19646
0.14461,0.19646
0.14461,0.19646
0.14271,0.19628
0.14271,0.19628
0.14263,0.19643
0.14185,0.19546
0.14185,0.19546
0.14185,0.19546
0.13941,0.19537
0.13941,0.19537
0.13918,0.19582
0.13851,0.19501
0.13851,0.19501
0.13851,0.19501
0.13593,0.19487
0.13593,0.19487
0.13538,0.19593
0.13463,0.19498
0.13463,0.19497
0.13463,0.19497
0.13213,0.19507
0.13213,0.19507
0.13149,0.19630
0.13069,0.19526
0.13069,0.19526
0.12993,0.19463
0.12800,0.19572
0.12800,0.19573
0.12730,0.19707
0.12679,0.19642
0.12679,0.19640
0.12406,0.19669
0.12406,0.19669
0.12346,0.19785
0.12346,0.19785
0.12313,0.19741
0.12313,0.19740
0.12077,0.19750
0.12077,0.19751
0.12026,0.19849
0.11979,0.19786
0.11978,0.19784
0.11978,0.19784
0.11791,0.19793
0.11791,0.19793
0.11761,0.19852
0.11693,0.19762
0.11693,0.19762
0.11693,0.19762
0.11499,0.19771
0.11499,0.19772
0.11481,0.19806
0.11423,0.19730
0.11423,0.19728
0.11423,0.19728
0.11233,0.19720
0.11233,0.19720
0.11210,0.19764
0.11154,0.19691
0.11154,0.19689
0.11154,0.19689
0.10951,0.19665
0.10951,0.19665
0.10913,0.19737
0.10854,0.19660
0.10854,0.19658
0.10754,0.19579
0.10618,0.19659
0.10618,0.19659
0.10577,0.19738
0.10515,0.19656
0.10515,0.19655
0.10424,0.19583
0.10246,0.19689
0.10246,0.19689
0.10197,0.19783
0.10133,0.19689
0.10133,0.19689
0.10042,0.19619
0.09881,0.19715
0.09881,0.19715
0.09820,0.19832
0.09761,0.19747
0.09761,0.19747
0.09661,0.19669
0.09518,0.19753
0.09518,0.19754
0.09464,0.19859
0.09412,0.19784
0.09412,0.19782
0.09164,0.19782
0.09164,0.19782
0.09118,0.19870
0.09117,0.19873
0.09048,0.19771
0.09048,0.19770
0.08774,0.19775
0.08774,0.19775
0.08730,0.19858
0.08663,0.19763
0.08663,0.19763
0.08663,0.19763
0.08404,0.19774
0.08404,0.19774
0.08352,0.19874
0.08287,0.19775
0.08287,0.19775
0.08287,0.19775
0.08031,0.19779
0.08031,0.19779
0.07978,0.19881
0.07924,0.19801
0.07924,0.19798
0.07924,0.19798
0.07643,0.19805
0.07643,0.19805
0.07605,0.19878
0.07536,0.19776
0.07536,0.19776
0.07536,0.19776
0.07276,0.19778
0.07276,0.19778
0.07238,0.19850
0.07163,0.19737
0.07163,0.19737
0.07055,0.19657
0.06936,0.19730
0.06936,0.19730
0.06904,0.19790
0.06852,0.19715
0.06852,0.19712
0.06735,0.19626
0.06618,0.19699
0.06618,0.19699
0.06579,0.19773
0.06525,0.19694
0.06525,0.19692
0.06414,0.19610
0.06277,0.19695
0.06277,0.19695
0.06218,0.19806
0.06147,0.19693
0.06147,0.19692
0.06147,0.19692
0.05897,0.19715
0.05834,0.19834
0.05834,0.19834
0.05770,0.19732
0.05770,0.19732
0.05520,0.19749
0.05519,0.19749
0.05461,0.19859
0.05418,0.19790
0.05417,0.19788
0.05417,0.19787
0.05118,0.19791
0.05118,0.19791
0.05073,0.19875
0.05026,0.19805
0.05026,0.19802
0.05026,0.19802
0.04754,0.19795
0.04754,0.19795
0.04696,0.19904
0.04622,0.19783
0.04622,0.19783
0.04622,0.19783
0.04400,0.19780
0.04400,0.19780
0.04346,0.19880
0.04271,0.19755
0.04271,0.19755
0.04271,0.19755
0.04024,0.19757
0.04024,0.19757
0.03977,0.19845
0.03916,0.19749
0.03916,0.19749
0.03916,0.19749
0.03617,0.19755
0.03617,0.19755
0.03570,0.19841
0.03522,0.19766
0.03522,0.19764
0.03385,0.19668
0.03237,0.19763
0.03237,0.19763
0.03183,0.19862
0.03122,0.19759
0.03122,0.19759
0.03122,0.19759
0.02867,0.19761
0.02867,0.19761
0.02812,0.19861
0.02745,0.19746
0.02745,0.19746
0.02745,0.19746
0.02485,0.19750
0.02485,0.19750
0.02431,0.19848
0.02367,0.19738
0.02367,0.19738
0.02367,0.19738
0.02109,0.19727
0.02051,0.19833
0.02051,0.19833
0.01980,0.19711
0.01980,0.19711
0.01730,0.19704
0.01730,0.19704
0.01675,0.19805
0.01615,0.19701
0.01615,0.19701
0.01615,0.19701
0.01332,0.19703
0.01332,0.19703
0.01275,0.19807
0.01227,0.19725
0.01226,0.19722
0.01226,0.19722
0.00949,0.19730
0.00949,0.19730
0.00894,0.19829
0.00844,0.19742
0.00843,0.19739
0.00843,0.19739
0.00600,0.19746
0.00600,0.19746
0.00536,0.19860
0.00475,0.19754
0.00475,0.19754
0.00475,0.19754
0.00244,0.19760
0.00244,0.19760
0.00184,0.19867
0.00133,0.19776
0.00133,0.19775
0.00133,0.19775
-0.00124,0.19777
-0.00124,0.19777
-0.00183,0.19882
-0.00225,0.19808
-0.00226,0.19805
-0.00370,0.19710
-0.00504,0.19799
-0.00504,0.19799
-0.00561,0.19901
-0.00609,0.19816
-0.00610,0.19813
-0.00729,0.19734
-0.00868,0.19827
-0.00868,0.19828
-0.00922,0.19922
-0.00981,0.19816
-0.00981,0.19816
-0.00981,0.19816
-0.01218,0.19823
-0.01218,0.19823
-0.01268,0.19909
-0.01323,0.19813
-0.01324,0.19813
-0.01555,0.19790
-0.01555,0.19790
-0.01615,0.19895
-0.01672,0.19790
-0.01672,0.19790
-0.01672,0.19790
-0.01949,0.19775
-0.01949,0.19775
-0.02007,0.19875
-0.02078,0.19747
-0.02078,0.19747
-0.02078,0.19747
-0.02348,0.19756
-0.02348,0.19756
-0.02406,0.19856
-0.02463,0.19753
-0.02463,0.19753
-0.02463,0.19753
-0.02748,0.19750
-0.02748,0.19750
-0.02805,0.19847
-0.02849,0.19766
-0.02851,0.19763
-0.02851,0.19763
-0.03143,0.19751
-0.03143,0.19751
-0.03210,0.19865
-0.03268,0.19757
-0.03268,0.19757
-0.03268,0.19757
-0.03506,0.19764
-0.03506,0.19764
-0.03575,0.19881
-0.03637,0.19767
-0.03637,0.19767
-0.03750,0.19694
-0.03874,0.19782
-0.03874,0.19782
-0.03936,0.19885
-0.03980,0.19804
-0.03981,0.19801
-0.04130,0.19705
-0.04264,0.19799
-0.04264,0.19799
-0.04321,0.19895
-0.04355,0.19832
-0.04356,0.19830
-0.04502,0.19737
-0.04618,0.19819
-0.04618,0.19819
-0.04670,0.19903
-0.04711,0.19830
-0.04712,0.19827
-0.04822,0.19757
-0.04923,0.19829
-0.04923,0.19829
-0.04980,0.19923
-0.05037,0.19817
-0.05037,0.19817
-0.05154,0.19742
-0.05256,0.19815
-0.05315,0.19912
-0.05315,0.19912
-0.05360,0.19828
-0.05362,0.19825
-0.05612,0.19812
-0.05612,0.19812
-0.05676,0.19916
-0.05716,0.19841
-0.05717,0.19838
-0.05718,0.19838
-0.05976,0.19834
-0.05977,0.19834
-0.06038,0.19934
-0.06094,0.19829
-0.06094,0.19828
-0.06094,0.19828
-0.06355,0.19825
-0.06355,0.19825
-0.06409,0.19911
-0.06463,0.19810
-0.06463,0.19810
-0.06463,0.19810
-0.06725,0.19793
-0.06725,0.19793
-0.06778,0.19874
-0.06823,0.19792
-0.06824,0.19788
-0.06824,0.19788
-0.07081,0.19775
-0.07081,0.19775
-0.07151,0.19885
-0.07199,0.19792
-0.07199,0.19792
-0.07199,0.19792
-0.07417,0.19787
-0.07417,0.19787
-0.07488,0.19898
-0.07528,0.19822
-0.07530,0.19818
-0.07762,0.19833
-0.07763,0.19833
-0.07763,0.19833
-0.07824,0.19927
-0.07855,0.19868
-0.07856,0.19866
-0.08112,0.19876
-0.08112,0.19876
-0.08157,0.19944
-0.08157,0.19946
-0.08190,0.19883
-0.08191,0.19881
-0.08422,0.19871
-0.08422,0.19871
-0.08482,0.19963
-0.08538,0.19858
-0.08538,0.19858
-0.08538,0.19858
-0.08744,0.19840
-0.08744,0.19840
-0.08804,0.19931
-0.08858,0.19828
-0.08858,0.19828
-0.08858,0.19828
-0.09091,0.19809
-0.09091,0.19809
-0.09147,0.19893
-0.09177,0.19836
-0.09179,0.19834
-0.09179,0.19834
-0.09442,0.19832
