0.0288,-0.2325,19.7677,40.3204,15.0964,31.8066,0.0192,6,2
0.0957,-0.2323,20.1561,42.7925,14.6056,28.9635,0.0215,7,2
0.1621,-0.2330,22.1756,44.8591,14.4855,24.3676,0.0241,8,2
0.2293,-0.2312,22.4763,47.2892,12.9012,20.6857,0.0285,9,2
0.2955,-0.2316,25.5173,47.2391,10.3201,13.0933,0.0324,10,2
0.3598,-0.2297,25.0378,45.1020,7.8519,7.7777,0.0395,11,2
0.3519,-0.1828,42.3987,32.7861,7.9010,8.3102,0.0417,11,3
0.3000,-0.1750,34.7028,37.5477,15.9975,11.0461,0.0223,10,3
0.2363,-0.1717,29.8340,38.8106,19.7656,21.0336,0.0158,9,3
0.1718,-0.1683,25.3036,38.5310,21.3886,28.9185,0.0126,8,3
0.1055,-0.1672,21.9262,36.3002,23.0371,33.0616,0.0118,7,3
0.0385,-0.1677,21.3206,33.2699,24.2466,36.0763,0.0115,6,3
-0.0277,-0.1670,19.6221,29.6355,25.1876,39.3798,0.0143,5,3
-0.0946,-0.1662,17.5590,26.6592,25.8533,42.4060,0.0179,4,3
-0.1626,-0.1665,16.9855,23.1775,27.2974,43.1133,0.0204,3,3
-0.2281,-0.1659,13.4586,16.7658,29.1801,45.1900,0.0258,2,3
-0.2960,-0.1660,10.0547,11.0975,29.5564,43.6469,0.0289,1,3
-0.3381,-0.1644,8.1257,7.8421,34.3688,46.6024,0.0572,0,3
-0.3455,-0.1131,7.7257,8.3491,43.3284,32.4995,0.0483,0,4
-0.2990,-0.1055,13.6445,10.1992,35.4296,36.3733,0.0231,1,4
-0.2360,-0.1021,19.0013,20.3891,31.7645,37.9557,0.0153,2,4
-0.1716,-0.1016,23.6137,26.9309,29.0860,35.8513,0.0092,3,4
-0.1047,-0.1000,24.9963,31.2982,26.4173,35.4305,0.0078,4,4
-0.0400,-0.0995,27.4024,36.2996,22.9837,31.3926,0.0089,5,4
0.0281,-0.0996,28.3467,37.8615,21.8149,29.4460,0.0109,6,4
0.0965,-0.0993,29.5234,39.8480,20.6935,25.8841,0.0135,7,4
0.1618,-0.0990,31.3501,42.1183,16.8008,20.8729,0.0189,8,4
0.2287,-0.0998,32.6682,42.1414,14.1145,15.6219,0.0229,9,4
0.2937,-0.0980,32.0308,42.3486,8.0474,8.8346,0.0298,10,4
0.3216,-0.1019,43.8627,46.4333,7.7360,7.9684,0.0721,11,4
0.3396,-0.0487,48.1336,30.1978,8.0002,7.9671,0.0554,11,5
0.2969,-0.0384,38.2489,34.3596,11.9266,9.3263,0.0251,10,5
0.2342,-0.0322,33.3130,37.5118,17.3164,18.9872,0.0166,9,5
0.1708,-0.0353,33.1896,34.0294,24.6020,24.5523,0.0081,8,5
0.1060,-0.0328,28.9848,32.6620,28.2754,30.7319,0.0032,7,5
0.0380,-0.0325,27.1493,30.6489,29.1077,32.4434,0.0040,6,5
-0.0281,-0.0326,24.1528,27.2906,31.9920,35.9205,0.0083,5,5
-0.0951,-0.0340,22.4976,23.1157,34.3203,37.1010,0.0124,4,5
-0.1621,-0.0341,18.8092,18.9168,36.1618,37.9988,0.0168,3,5
-0.2272,-0.0336,13.0516,13.5406,36.8184,39.4888,0.0233,2,5
-0.2919,-0.0344,7.9472,8.3071,36.9926,38.2665,0.0301,1,5
-0.3182,-0.0335,7.8371,8.2634,44.9205,46.3135,0.0753,0,5
-0.3396,0.0195,8.3070,8.1593,48.5668,29.1830,0.0563,0,6
-0.2973,0.0314,11.1567,9.9451,38.5997,33.4141,0.0250,1,6
-0.2354,0.0331,19.8776,18.1744,36.7127,33.6972,0.0152,2,6
-0.1715,0.0346,25.1323,24.5423,33.5832,32.0908,0.0075,3,6
-0.1063,0.0349,29.6705,28.6790,31.4099,29.8876,0.0014,4,6
-0.0393,0.0343,32.9055,31.0003,28.8502,27.1918,0.0038,5,6
0.0271,0.0338,36.0781,32.8749,25.9760,24.3003,0.0089,6,6
0.0945,0.0333,37.2135,34.2746,23.5495,21.3992,0.0130,7,6
0.1611,0.0333,39.4631,35.9200,18.6671,18.0192,0.0179,8,6
0.2284,0.0325,39.7386,35.4265,14.5317,13.6518,0.0222,9,6
0.2936,0.0314,39.4989,34.7269,8.7931,7.9331,0.0286,10,6
0.3120,0.0327,49.5833,47.1333,7.9152,8.2539,0.0815,11,6
0.3396,0.0889,48.7360,29.2918,7.8110,8.0074,0.0569,11,7
0.2981,0.1018,38.6588,33.1706,11.8589,12.3611,0.0244,10,7
0.2359,0.1035,37.7052,32.5943,19.4154,19.3944,0.0150,9,7
0.1719,0.1028,35.4216,30.1191,26.2687,23.7550,0.0083,8,7
0.1072,0.0997,33.7472,25.3621,33.2927,25.9792,0.0076,7,7
0.0397,0.1001,31.1949,23.7750,35.5181,27.7850,0.0082,6,7
-0.0259,0.1010,27.0432,21.6811,38.6264,30.6173,0.0117,5,7
-0.0933,0.0992,24.2488,19.1116,40.9250,30.8447,0.0162,4,7
-0.1605,0.0993,19.8334,16.9838,42.0881,31.8298,0.0200,3,7
-0.2263,0.0992,14.3805,12.2921,43.4936,33.5580,0.0254,2,7
-0.2948,0.0980,9.5016,8.7217,41.9585,31.5585,0.0287,1,7
-0.3173,0.0979,7.7637,7.5892,50.0676,43.1362,0.0768,0,7
-0.3470,0.1557,8.0814,7.9834,49.2274,25.5300,0.0519,0,8
-0.3007,0.1694,13.7803,14.1825,40.5542,30.4761,0.0232,1,8
-0.2393,0.1712,23.5868,21.2076,38.1817,28.5015,0.0135,2,8
-0.1750,0.1694,30.9272,24.3199,36.4787,24.6635,0.0102,3,8
-0.1078,0.1679,34.5048,24.1159,34.7549,21.6300,0.0110,4,8
-0.0408,0.1681,37.3240,25.0741,31.6795,20.3113,0.0118,5,8
0.0259,0.1662,41.1038,25.4208,28.9400,17.8998,0.0160,6,8
0.0930,0.1657,43.7914,26.3028,25.7952,16.4862,0.0195,7,8
0.1600,0.1647,45.3903,26.5862,21.8661,14.7165,0.0236,8,8
0.2267,0.1654,46.4337,28.9816,15.8843,12.8665,0.0273,9,8
0.2954,0.1637,44.8150,28.1335,11.2981,9.6497,0.0306,10,8
0.3289,0.1630,50.1627,37.0711,8.1066,8.1690,0.0665,11,8
0.3517,0.2243,50.0546,23.4475,8.0293,7.8817,0.0493,11,9
0.3042,0.2396,40.3246,28.5355,18.2294,17.3826,0.0208,10,9
0.2426,0.2394,38.2909,24.4358,27.6684,21.6861,0.0135,9,9
0.1758,0.2341,37.7872,17.7769,34.3483,20.8445,0.0166,8,9
0.1089,0.2337,35.1336,15.8529,36.9426,20.8401,0.0168,7,9
0.0417,0.2331,32.2341,14.7338,39.5526,20.4153,0.0183,6,9
-0.0246,0.2314,29.9559,12.5596,43.4273,19.6087,0.0221,5,9
-0.0928,0.2316,27.0773,12.9233,45.0391,20.2797,0.0238,4,9
-0.1587,0.2320,22.4365,12.7484,47.3434,22.7084,0.0273,3,9
-0.2264,0.2306,18.1736,11.2797,48.4799,23.2540,0.0311,2,9
-0.2962,0.2298,14.4827,9.8309,48.2630,23.6496,0.0329,1,9
-0.3510,0.2273,8.1765,8.0123,48.8730,26.0783,0.0484,0,9
-0.3622,0.2957,7.5756,8.0812,49.0943,21.4489,0.0408,0,10
-0.3105,0.3078,26.6017,20.3240,39.7200,21.1780,0.0182,1,10
-0.2447,0.3045,31.9767,19.2798,38.1162,16.2428,0.0183,2,10
-0.1782,0.3004,36.7196,16.9488,35.6236,10.5893,0.0215,3,10
-0.1105,0.2977,39.0880,14.4240,33.9021,8.2292,0.0245,4,10
-0.0430,0.2957,41.3986,12.7530,32.1252,7.5308,0.0272,5,10
0.0241,0.2952,43.8743,12.4207,29.4147,7.9088,0.0292,6,10
0.0908,0.2960,45.8846,13.2813,26.6307,7.8829,0.0308,7,10
0.1580,0.2981,47.4376,16.0763,23.3743,8.4637,0.0316,8,10
0.2267,0.2972,49.0903,16.7261,21.1307,9.2868,0.0342,9,10
0.2951,0.2976,50.5429,19.7595,16.8756,10.1282,0.0362,10,10
0.3614,0.2955,49.7631,21.5739,7.5674,8.0732,0.0415,11,10
0.3649,0.3648,51.0955,16.3897,16.0844,8.9119,0.0405,11,11
0.3159,0.3728,36.1271,10.7701,33.1369,17.0842,0.0215,10,11
0.2457,0.3615,35.6066,8.1356,35.9205,8.8974,0.0323,9,11
0.1782,0.3459,36.4178,8.2985,41.4554,7.7896,0.0476,8,11
0.1114,0.3412,34.5690,7.8945,43.5423,7.9943,0.0524,7,11
0.0451,0.3338,34.1388,7.6838,47.4388,8.3395,0.0604,6,11
-0.0213,0.3327,32.6009,8.3301,49.2294,8.0475,0.0625,5,11
-0.0895,0.3404,29.6090,7.9565,47.9458,7.8744,0.0559,4,11
-0.1567,0.3438,27.3660,8.3609,49.7417,8.1391,0.0543,3,11
-0.2256,0.3556,23.5117,7.8832,48.6228,7.8995,0.0453,2,11
-0.2958,0.3654,20.3915,8.1173,48.2223,11.0120,0.0384,1,11
-0.3652,0.3649,16.1387,8.8226,50.9697,16.2147,0.0402,0,11
-0.3655,-0.3621,8.1106,16.9922,13.8834,51.9572,0.0420,0,0
-0.3760,-0.3160,18.9573,14.0933,31.2787,35.0844,0.0184,0,1
-0.3652,-0.2447,10.7067,7.6899,33.7789,35.5748,0.0288,0,2
-0.3572,-0.1766,7.8178,8.0100,36.2959,34.4313,0.0364,0,3
-0.3457,-0.1111,7.9117,8.1250,42.7602,33.7972,0.0479,0,4
-0.3417,-0.0448,7.3825,7.7207,44.6743,32.4637,0.0526,0,5
-0.3412,0.0232,7.7962,8.1203,45.6883,31.0914,0.0537,0,6
-0.3393,0.0898,8.0007,7.9891,48.4848,29.9975,0.0569,0,7
-0.3528,0.1584,8.2721,8.4777,46.3817,25.4093,0.0456,0,8
-0.3598,0.2257,7.9230,8.1934,47.7891,22.3937,0.0418,0,9
-0.3651,0.2972,9.7664,7.9886,47.7495,20.9562,0.0377,0,10
-0.3670,0.3650,17.4523,9.8463,49.9349,15.5265,0.0388,0,11
-0.3178,0.3719,35.0723,17.0069,34.5671,9.0270,0.0220,1,11
-0.3092,0.3090,23.8248,19.8673,39.8045,23.8047,0.0182,1,10
-0.3053,0.2445,16.9713,19.6040,38.0748,31.9806,0.0177,1,9
-0.3007,0.1770,11.1080,16.5317,36.1130,35.2784,0.0213,1,8
-0.2984,0.1084,9.1137,14.3425,34.9306,37.2091,0.0235,1,7
-0.2975,0.0429,8.0815,13.9370,31.4436,40.7131,0.0255,1,6
-0.2973,-0.0251,7.9719,13.5973,29.9743,42.2896,0.0268,1,5
-0.2980,-0.0924,8.7096,14.5470,27.2015,44.2764,0.0282,1,4
-0.2981,-0.1589,9.0136,15.5462,23.6691,46.9403,0.0311,1,3
-0.2983,-0.2266,9.7362,17.6523,20.6590,49.0116,0.0335,1,2
-0.3001,-0.2967,11.6674,21.3573,16.8057,48.7594,0.0334,1,1
-0.3017,-0.3638,8.4209,25.3870,7.6607,45.5050,0.0359,1,0
-0.2426,-0.3632,9.1741,33.2355,7.9803,37.4808,0.0312,2,0
-0.2404,-0.3041,17.6273,29.1318,17.6025,40.3879,0.0204,2,1
-0.2385,-0.2417,21.4932,23.5089,26.3953,38.7036,0.0147,2,2
-0.2362,-0.1754,21.7544,19.8582,32.4085,37.5445,0.0146,2,3
-0.2344,-0.1101,21.6564,15.8800,37.7033,34.7538,0.0162,2,4
-0.2339,-0.0406,20.3751,16.0203,38.7853,32.8652,0.0171,2,5
-0.2332,0.0243,21.3071,13.9527,42.6838,28.8395,0.0207,2,6
-0.2338,0.0898,23.0550,13.5321,45.5651,24.2597,0.0241,2,7
-0.2322,0.1591,22.1647,12.6907,46.6712,22.2765,0.0269,2,8
-0.2323,0.2274,24.7077,12.4584,47.4964,18.1601,0.0292,2,9
-0.2311,0.2942,25.6642,9.6732,47.6810,12.6866,0.0338,2,10
-0.2295,0.3549,26.5113,7.9327,46.2025,8.0436,0.0439,2,11
-0.1814,0.3510,41.8995,8.0816,33.4233,7.6269,0.0425,3,11
-0.1749,0.3005,34.2403,16.2295,37.5001,11.8354,0.0217,3,10
-0.1710,0.2383,28.8223,20.5104,38.6148,23.1402,0.0145,3,9
-0.1706,0.1742,25.9689,24.0822,36.1121,29.8936,0.0095,3,8
-0.1670,0.1064,22.2337,23.1189,35.8008,33.6652,0.0119,3,7
-0.1667,0.0413,19.2865,24.5998,31.7277,38.1133,0.0133,3,6
-0.1665,-0.0259,17.8108,25.6018,28.6793,40.6490,0.0158,3,5
-0.1665,-0.0939,17.5579,26.5147,26.0945,42.2130,0.0182,3,4
-0.1664,-0.1615,16.3940,27.6613,21.6092,44.1597,0.0214,3,3
-0.1671,-0.2271,13.5739,29.8969,15.3424,44.8645,0.0261,3,2
-0.1671,-0.2967,10.7774,29.7980,10.9408,42.6747,0.0279,3,1
-0.1664,-0.3381,7.6619,35.9265,7.5054,45.2585,0.0567,3,0
-0.1071,-0.3497,8.3107,38.0923,8.1292,35.3260,0.0437,4,0
-0.1035,-0.2981,13.6085,34.0695,11.7657,37.2677,0.0241,4,1
-0.1041,-0.2355,19.3938,33.3710,18.5155,37.1121,0.0153,4,2
-0.1035,-0.1712,24.4570,30.3421,25.8421,36.1450,0.0086,4,3
-0.1002,-0.1062,25.8244,25.8804,32.4511,34.2515,0.0072,4,4
-0.1006,-0.0385,27.3994,24.5525,34.6291,31.9035,0.0073,4,5
-0.0997,0.0276,28.9483,22.3865,38.2870,29.1638,0.0111,4,6
-0.0994,0.0948,29.8314,19.9505,39.9535,24.6770,0.0148,4,7
-0.1001,0.1615,32.2610,17.8452,41.1977,20.2647,0.0188,4,8
-0.1009,0.2286,33.6391,14.8113,41.1047,14.8300,0.0228,4,9
-0.1010,0.2947,33.8527,9.3845,40.2580,8.3891,0.0280,4,10
-0.0997,0.3205,43.0432,8.2684,48.4876,7.9571,0.0734,4,11
-0.0487,0.3364,49.1398,8.3252,31.3518,7.8492,0.0585,5,11
-0.0386,0.2952,38.8693,10.4930,34.9044,8.0920,0.0269,5,10
-0.0343,0.2338,35.0205,17.7649,36.8790,17.7565,0.0167,5,9
-0.0334,0.1702,32.1252,23.7597,34.9361,24.7392,0.0090,5,8
-0.0333,0.1061,29.3412,28.0912,32.3242,30.0943,0.0027,5,7
-0.0347,0.0380,28.4896,30.6100,29.3070,32.1156,0.0025,5,6
-0.0342,-0.0285,25.1404,32.7847,26.7130,34.7219,0.0074,5,5
-0.0340,-0.0947,21.8549,34.6180,23.5983,37.2742,0.0127,5,4
-0.0345,-0.1626,19.7605,35.8849,19.2102,37.6259,0.0163,5,3
-0.0324,-0.2276,13.0912,36.3433,14.0674,40.0836,0.0230,5,2
-0.0337,-0.2947,8.8138,35.6927,8.2091,37.9551,0.0273,5,1
-0.0336,-0.3217,7.9961,43.9848,8.2482,44.7102,0.0718,5,0
0.0268,-0.3433,7.6392,42.9042,8.0426,32.6662,0.0510,6,0
0.0348,-0.2976,10.6649,36.3062,11.0564,35.8029,0.0243,6,1
0.0327,-0.2328,17.8198,37.8632,16.9107,34.0522,0.0178,6,2
0.0341,-0.1707,24.5937,34.3667,23.5218,32.9467,0.0083,6,3
0.0336,-0.1043,28.7529,32.5476,27.0211,30.0670,0.0037,6,4
0.0322,-0.0364,32.0568,31.6887,28.6052,27.7589,0.0036,6,5
0.0326,0.0291,35.4658,27.6124,31.4588,24.5603,0.0074,6,6
0.0332,0.0959,36.5302,24.0352,34.1456,22.2147,0.0117,6,7
0.0312,0.1606,40.5352,19.4519,34.8318,17.0596,0.0189,6,8
0.0322,0.2278,39.5188,14.8093,35.6250,12.8281,0.0228,6,9
0.0341,0.2953,37.8921,9.0042,35.3321,9.4388,0.0266,6,10
0.0321,0.3153,47.9679,8.3553,45.5407,7.7523,0.0783,6,11
0.0855,0.3465,49.0764,7.9108,25.1582,8.4606,0.0518,7,11
0.0995,0.2965,40.5783,11.2579,31.5176,10.8398,0.0266,7,10
0.1026,0.2348,37.8525,19.6058,32.5790,18.7767,0.0163,7,9
0.1025,0.1714,35.8294,26.5024,29.9569,23.7672,0.0088,7,8
0.1015,0.1054,34.2921,31.2049,26.9277,26.1109,0.0061,7,7
0.1001,0.0391,31.5060,35.2057,24.0352,27.8891,0.0079,7,6
0.1006,-0.0279,27.7582,37.4601,22.7039,28.9653,0.0103,7,5
0.1001,-0.0954,25.4101,39.7143,20.1475,30.5200,0.0139,7,4
0.0987,-0.1617,21.5572,41.9610,16.5323,30.7065,0.0192,7,3
0.0990,-0.2291,16.1301,42.3102,13.5982,32.1830,0.0229,7,2
0.1003,-0.2940,8.0175,40.9026,8.6371,33.3370,0.0288,7,1
0.0985,-0.3300,8.0178,45.8419,7.9460,39.2420,0.0641,7,0
0.1624,-0.3542,7.4018,43.6937,7.9311,28.2734,0.0425,8,0
0.1705,-0.2999,12.9736,40.3524,13.9691,31.4577,0.0236,8,1
0.1711,-0.2369,21.4039,38.7286,20.0650,29.1820,0.0156,8,2
0.1694,-0.1721,28.2749,37.6692,22.5603,26.0383,0.0116,8,3
0.1680,-0.1068,33.7451,34.9400,24.0681,22.3273,0.0109,8,4
0.1662,-0.0394,37.4689,33.2084,23.4259,19.9666,0.0132,8,5
0.1651,0.0274,40.5847,30.3990,24.2817,17.9802,0.0161,8,6
0.1653,0.0948,42.7112,27.1385,25.2692,16.9861,0.0185,8,7
0.1658,0.1593,45.5017,20.8888,28.1423,14.6305,0.0235,8,8
0.1645,0.2273,46.1469,16.7043,28.1230,12.2896,0.0272,8,9
0.1639,0.2941,45.2963,10.8445,28.3460,8.0688,0.0316,8,10
0.1604,0.3349,50.0973,7.7457,32.6473,7.9265,0.0614,8,11
0.2230,0.3581,49.6832,8.0084,20.7969,7.9253,0.0448,9,11
0.2379,0.3031,41.5857,17.7678,26.6927,16.5647,0.0226,9,10
0.2376,0.2413,39.2166,27.3252,22.6128,20.6505,0.0157,9,9
0.2341,0.1743,38.3551,32.8343,18.1898,20.0410,0.0169,9,8
0.2336,0.1076,35.8574,36.3915,16.5487,20.2439,0.0168,9,7
0.2328,0.0406,33.6076,39.2245,14.7648,19.6534,0.0182,9,6
0.2330,-0.0265,30.5013,41.4815,14.8783,20.3491,0.0197,9,5
0.2314,-0.0948,28.2404,43.4252,14.0460,19.6736,0.0228,9,4
0.2309,-0.1621,24.9406,46.2188,12.9869,20.5825,0.0257,9,3
0.2321,-0.2298,20.6417,46.3380,13.1490,23.5177,0.0275,9,2
0.2323,-0.2983,15.3561,45.9054,11.7073,25.2673,0.0298,9,1
0.2319,-0.3609,8.1453,44.1716,7.6729,25.9206,0.0375,9,0
0.3004,-0.3653,9.5168,46.2597,8.6595,23.5634,0.0355,10,0
0.3079,-0.3112,26.0594,39.5544,20.2574,22.4430,0.0177,10,1
0.3051,-0.2440,31.4476,38.3800,19.4045,17.5555,0.0180,10,2
0.3004,-0.1786,36.5526,35.8550,17.1083,10.9554,0.0215,10,3
0.2980,-0.1114,39.4147,33.3529,15.1556,7.6392,0.0242,10,4
0.2955,-0.0425,41.0430,32.1682,12.3834,7.9482,0.0273,10,5
0.2937,0.0227,44.9761,29.7855,11.6391,7.8373,0.0311,10,6
0.2942,0.0913,45.8910,27.7979,11.4988,8.0900,0.0320,10,7
0.2966,0.1615,45.8251,26.4686,13.1567,8.6291,0.0307,10,8
0.2970,0.2277,49.1294,22.2943,15.5314,9.3384,0.0337,10,9
0.2959,0.2963,50.3514,18.2754,17.9403,9.6831,0.0366,10,10
0.2948,0.3623,49.6773,8.6855,20.4579,8.1158,0.0413,10,11
0.3639,0.3653,51.2242,16.5525,15.0822,8.9195,0.0409,11,11
0.3717,0.3172,35.7623,34.3627,8.7548,17.1348,0.0223,11,10
0.3622,0.2442,36.4908,34.3925,7.4250,9.0088,0.0319,11,9
0.3480,0.1785,35.6113,40.9776,7.9340,7.7429,0.0455,11,8
0.3387,0.1121,34.9081,45.2152,8.4329,7.9897,0.0550,11,7
0.3326,0.0450,34.3992,47.3749,7.9053,8.4288,0.0616,11,6
0.3311,-0.0205,32.3741,50.0648,8.2489,7.7226,0.0642,11,5
0.3398,-0.0892,29.4220,48.8775,8.3501,8.4028,0.0567,11,4
0.3439,-0.1566,27.4289,49.6058,8.1769,7.9075,0.0543,11,3
0.3596,-0.2251,21.7885,48.0372,8.0663,7.9189,0.0423,11,2
0.3635,-0.2952,20.7151,48.8148,8.0996,9.7807,0.0402,11,1
0.3679,-0.3669,16.5146,49.4747,10.7652,17.5790,0.0369,11,0
-0.3650,-0.3643,8.7759,16.3988,15.4167,50.8219,0.0408,0,0
-0.3063,-0.3698,14.5805,32.3497,8.3363,37.4217,0.0251,1,0
-0.2268,-0.3621,7.8959,32.2246,8.3297,37.9878,0.0326,2,0
-0.1525,-0.3448,7.9934,38.6601,8.0510,39.0083,0.0488,3,0
-0.0788,-0.3383,7.8861,41.7371,8.0362,37.4926,0.0552,4,0
-0.0029,-0.3399,7.8930,41.5762,8.5042,36.2913,0.0537,5,0
0.0701,-0.3431,8.2014,42.5597,8.4469,33.0728,0.0513,6,0
0.1443,-0.3520,8.0414,43.0135,8.1628,29.3316,0.0440,7,0
0.2203,-0.3608,7.8346,43.1034,7.9646,26.5144,0.0371,8,0
0.2943,-0.3631,8.0550,46.7829,7.9831,24.0572,0.0379,9,0
0.3716,-0.3663,15.9715,49.1798,11.2063,18.8898,0.0364,10,0
0.3754,-0.3084,32.2007,34.9407,16.6895,10.5641,0.0213,10,1
0.3029,-0.3009,23.7544,41.4297,19.0746,23.1690,0.0195,9,1
0.2295,-0.2960,16.1317,39.7218,17.3564,30.6011,0.0203,8,1
0.1547,-0.2920,11.9089,38.5286,14.8289,34.0298,0.0230,7,1
0.0803,-0.2903,9.2426,35.8338,13.1335,36.9431,0.0242,6,1
0.0063,-0.2892,8.5486,33.3655,11.6507,39.9046,0.0259,5,1
-0.0673,-0.2890,8.2434,30.4211,12.3610,42.3676,0.0276,4,1
-0.1433,-0.2894,9.9350,29.0618,12.3769,44.2514,0.0285,3,1
-0.2166,-0.2902,10.8701,24.3778,15.2112,46.7888,0.0308,2,1
-0.2908,-0.2914,11.1852,18.7271,19.8106,48.7176,0.0331,1,1
-0.3660,-0.2917,7.8690,10.2636,22.3722,45.9857,0.0358,0,1
-0.3640,-0.2333,10.5562,7.7695,35.7869,33.6647,0.0296,0,2
-0.2962,-0.2250,16.9396,17.4103,28.3459,40.5534,0.0212,1,2
-0.2264,-0.2220,20.2005,27.9705,22.8579,39.8412,0.0165,2,2
-0.1524,-0.2187,19.4993,33.2407,17.8999,38.2587,0.0175,3,2
-0.0779,-0.2195,20.0477,36.0835,17.6391,35.8930,0.0162,4,2
-0.0033,-0.2189,19.9878,38.8580,16.1782,33.4038,0.0173,5,2
0.0700,-0.2179,19.8067,42.1500,14.9646,30.0861,0.0204,6,2
0.1444,-0.2190,22.4966,43.6715,15.0970,26.0832,0.0221,7,2
0.2187,-0.2184,23.9987,45.6997,13.9552,21.4716,0.0258,8,2
0.2928,-0.2184,25.7461,45.6341,11.3841,14.7810,0.0296,9,2
0.3628,-0.2165,25.2043,44.1825,7.7405,7.3864,0.0382,10,2
0.3503,-0.1606,42.8073,32.9226,8.4339,8.1647,0.0457,10,3
0.2954,-0.1513,33.0669,37.8748,14.4404,12.4916,0.0222,9,3
0.2252,-0.1499,30.4070,38.2472,20.6906,21.9382,0.0145,8,3
0.1541,-0.1474,25.2179,37.1514,23.2090,30.0407,0.0105,7,3
0.0803,-0.1477,23.9005,33.8561,24.8357,33.9997,0.0090,6,3
0.0064,-0.1455,20.5399,31.5644,24.7979,38.0898,0.0123,5,3
-0.0659,-0.1446,17.9769,27.6101,26.2906,41.5230,0.0169,4,3
-0.1412,-0.1457,17.1285,23.5636,28.6873,43.1730,0.0190,3,3
-0.2152,-0.1446,14.3186,18.2275,29.0465,44.2988,0.0238,2,3
-0.2880,-0.1437,9.2978,10.8169,29.6225,44.5480,0.0296,1,3
-0.3386,-0.1430,8.2247,8.4862,34.2778,46.4365,0.0565,0,3
-0.3450,-0.0848,8.2378,7.9522,43.7855,32.3433,0.0490,0,4
-0.2909,-0.0766,13.1870,10.2385,35.8829,36.5067,0.0237,1,4
-0.2228,-0.0744,20.4930,21.0268,32.0611,36.2841,0.0133,2,4
-0.1507,-0.0733,24.4775,27.9641,29.4773,35.1426,0.0074,3,4
-0.0782,-0.0720,27.1834,32.3821,26.1008,32.5875,0.0058,4,4
-0.0047,-0.0724,29.5151,35.9576,23.5381,28.7551,0.0080,5,4
0.0684,-0.0719,31.3009,38.9962,20.9354,25.6044,0.0131,6,4
0.1426,-0.0727,33.8508,39.9892,18.5517,21.1052,0.0172,7,4
0.2164,-0.0717,34.0134,41.3866,14.2821,16.3513,0.0224,8,4
0.2891,-0.0734,35.1602,39.4118,9.2473,7.9811,0.0282,9,4
0.3288,-0.0738,42.3446,43.5639,8.2381,8.2332,0.0672,10,4
0.3425,-0.0104,45.8375,31.6633,7.8351,8.5468,0.0546,10,5
0.2930,-0.0001,37.0228,35.1903,11.7549,11.1844,0.0239,9,5
0.2235,0.0031,33.8499,36.4574,18.7818,20.4151,0.0146,8,5
0.1533,0.0014,32.6532,32.2522,25.9058,25.8696,0.0057,7,5
0.0806,0.0018,29.6143,29.9705,29.7705,30.0007,0.0008,6,5
0.0064,0.0020,26.8034,27.6957,32.6404,32.5740,0.0053,5,5
